id,name,phone,category,city,url_path,full_url
1317,אלונה נובה - קוסמטיקאית רפואית | בנתניה,0545422018,קליניקה לטיפוח העור,נתניה,/l/1317/,https://leads-landing-v2.pages.dev/l/1317/?utm_source=wa&utm_lead=1317
1359,"יולי קרמן - בניית ציפורניים, פדיקור, לק ג'ל ועוד",0528703052,מכון יופי,ראשון לציון,/l/1359/,https://leads-landing-v2.pages.dev/l/1359/?utm_source=wa&utm_lead=1359
1664,קבלן שיפוצים בתל אביב,0522951474,שיפוצניק,תל אביב,/l/1664/,https://leads-landing-v2.pages.dev/l/1664/?utm_source=wa&utm_lead=1664
1721,קרני חשמל,0507774834,חשמלאי,גבעת שמואל,/l/1721/,https://leads-landing-v2.pages.dev/l/1721/?utm_source=wa&utm_lead=1721
1722,חיו חשמל,0535205150,חשמלאי,גבעת שמואל,/l/1722/,https://leads-landing-v2.pages.dev/l/1722/?utm_source=wa&utm_lead=1722
1724,חשמלאי מוסמך חנניה ז׳אק,0538622201,חשמלאי,גבעת שמואל,/l/1724/,https://leads-landing-v2.pages.dev/l/1724/?utm_source=wa&utm_lead=1724
1726,חשמלאי מוסמך רפאל חדד,0505852073,חשמלאי,גבעת שמואל,/l/1726/,https://leads-landing-v2.pages.dev/l/1726/?utm_source=wa&utm_lead=1726
2158,אביזרי הרואה,036768288,תיקון ותחזוקה של כלי רכב,רמת גן,/l/2158/,https://leads-landing-v2.pages.dev/l/2158/?utm_source=wa&utm_lead=2158
667,הרמיטאז' מרכז אירועים וקונגרסים,0523589559,,,/l/667/,https://leads-landing-v2.pages.dev/l/667/?utm_source=wa&utm_lead=667
855,עורך דין בירושלים - אברהם זאדה הרפז,0543001999,עורך דין,ירושלים,/l/855/,https://leads-landing-v2.pages.dev/l/855/?utm_source=wa&utm_lead=855
1485,אטליז למהדרין,036312008,חנות בשר,תל אביב,/l/1485/,https://leads-landing-v2.pages.dev/l/1485/?utm_source=wa&utm_lead=1485
1585,המלביה,097482568,מסעדת קינוחים,כפר סבא,/l/1585/,https://leads-landing-v2.pages.dev/l/1585/?utm_source=wa&utm_lead=1585
1631,BAR-MAROC / בר - מרוק,0548165885,מסעדה,חולון,/l/bar-maroc-1631/,https://leads-landing-v2.pages.dev/l/bar-maroc-1631/?utm_source=wa&utm_lead=1631
2040,גבי זקס | פסיכולוג ספורט | פסיכולוגיה להצלחה בספורט ובחיים,0546666758,פסיכולוג,תל אביב,/l/2040/,https://leads-landing-v2.pages.dev/l/2040/?utm_source=wa&utm_lead=2040
2227,Matan Jewelry & Silver – תכשיטים ברמת גן צמיד טניס שרשרת טניס מתן תכשיטים עגילים שרשראות טבעת יהלומים,0509660999,חנות תכשיטים,רמת גן,/l/matan-jewelry-silver-2227/,https://leads-landing-v2.pages.dev/l/matan-jewelry-silver-2227/?utm_source=wa&utm_lead=2227
2329,מנעולן בתל-אביב | אוריאן המנעולן | פורץ דלתות ורכבים,0505668009,מנעולן,תל אביב,/l/2329/,https://leads-landing-v2.pages.dev/l/2329/?utm_source=wa&utm_lead=2329
6,ניר חשמל,0523975798,חשמלאים ברמת,רמת גן,/l/6/,https://leads-landing-v2.pages.dev/l/6/?utm_source=wa&utm_lead=6
9,איציק צעדה,0505104020,מספרות,חולון,/l/9/,https://leads-landing-v2.pages.dev/l/9/?utm_source=wa&utm_lead=9
801,808 Haircut & Grooming 808TLV Tel Aviv Барбершоп | Barbershop - מספרה,0585870808,מספרה,תל אביב,/l/808-haircut-grooming-808tlv-tel-aviv-barbershop-801/,https://leads-landing-v2.pages.dev/l/808-haircut-grooming-808tlv-tel-aviv-barbershop-801/?utm_source=wa&utm_lead=801
923,אבלין קוסמטיקאית מוסמכת | EVA,0525405728,ספא לטיפולי פנים,רמת גן,/l/eva-923/,https://leads-landing-v2.pages.dev/l/eva-923/?utm_source=wa&utm_lead=923
1352,בניית ציפורניים בראשון לציון,0547000554,מכון יופי,ראשון לציון,/l/1352/,https://leads-landing-v2.pages.dev/l/1352/?utm_source=wa&utm_lead=1352
1771,אבי מיזוג - טכנאי מזגנים בראשון לציון והסביבה,0544718344,שירות תיקונים למזגנים,ראשון לציון,/l/1771/,https://leads-landing-v2.pages.dev/l/1771/?utm_source=wa&utm_lead=1771
1787,נוי ונוף,0529662131,אדריכל נוף,הרצליה,/l/1787/,https://leads-landing-v2.pages.dev/l/1787/?utm_source=wa&utm_lead=1787
1976,Livai Aouizerate - Ostéopathe DO Netanya | אוסטאופת נתניה | Osteopath Netanya,0524882847,אוסטיאופת,נתניה,/l/livai-aouizerate-osteopathe-do-netanya-osteopath-netanya-1976/,https://leads-landing-v2.pages.dev/l/livai-aouizerate-osteopathe-do-netanya-osteopath-netanya-1976/?utm_source=wa&utm_lead=1976
1982,פיין פרי נתניה Pain Free קליניקה,0522536904,מרפאה לטיפול בכאבים,פתח תקווה,/l/pain-free-1982/,https://leads-landing-v2.pages.dev/l/pain-free-1982/?utm_source=wa&utm_lead=1982
867,הילה דהן טובי משרד עורכי דין,0722598761,עורך דין,ירושלים,/l/867/,https://leads-landing-v2.pages.dev/l/867/?utm_source=wa&utm_lead=867
938,טעמא מטבח קטוגני,0556636194,קייטרינג,אשדוד,/l/938/,https://leads-landing-v2.pages.dev/l/938/?utm_source=wa&utm_lead=938
1438,LIMOR YARON COSMETICS לימור ירון קוסמטיקה ועיסוי ראש,0504600930,קוסמטיקאית,חיפה,/l/limor-yaron-cosmetics-1438/,https://leads-landing-v2.pages.dev/l/limor-yaron-cosmetics-1438/?utm_source=wa&utm_lead=1438
1505,מאפיית בראשית,0547874470,מאפייה,פתח תקווה,/l/1505/,https://leads-landing-v2.pages.dev/l/1505/?utm_source=wa&utm_lead=1505
1509,מאפייה גאורגית,0547898577,מאפייה,פתח תקווה,/l/1509/,https://leads-landing-v2.pages.dev/l/1509/?utm_source=wa&utm_lead=1509
2076,מוסך טי גי מוסך אאודי - מוסך סיאט -מוסך סקודה - מוסך פולקסווגן,035792448,מוסך למכונאות רכב,פתח תקווה,/l/2076/,https://leads-landing-v2.pages.dev/l/2076/?utm_source=wa&utm_lead=2076
2246,חמדה פרחים - Hemda Flowers,0523646506,חנות פרחים,תל אביב,/l/hemda-flowers-2246/,https://leads-landing-v2.pages.dev/l/hemda-flowers-2246/?utm_source=wa&utm_lead=2246
975,עמיפיקס חשמלאי רכב,0546787198,שירות חשמל לרכב,חולון,/l/975/,https://leads-landing-v2.pages.dev/l/975/?utm_source=wa&utm_lead=975
1295,4Man - מכון יופי וטיפוח לגבר בתל אביב,0503800066,קליניקה לטיפוח העור,תל אביב,/l/4man-1295/,https://leads-landing-v2.pages.dev/l/4man-1295/?utm_source=wa&utm_lead=1295
1403,מלון בוטיק & ספא Sea View,0723306673,ספא,הרצליה,/l/sea-view-1403/,https://leads-landing-v2.pages.dev/l/sea-view-1403/?utm_source=wa&utm_lead=1403
13,רונית כהן,0508215364,,פתח תקווה,/l/13/,https://leads-landing-v2.pages.dev/l/13/?utm_source=wa&utm_lead=13
23,סי.אייץ' עיצוב שיער C.H hair style,0506810363,,פתח תקווה,/l/c-h-hair-style-23/,https://leads-landing-v2.pages.dev/l/c-h-hair-style-23/?utm_source=wa&utm_lead=23
25,שרון שושה עיצוב שיער,0507436016,,פתח תקווה,/l/25/,https://leads-landing-v2.pages.dev/l/25/?utm_source=wa&utm_lead=25
26,"""שיער""",0528631103,,פתח תקווה,/l/26/,https://leads-landing-v2.pages.dev/l/26/?utm_source=wa&utm_lead=26
39,אצל אורנה,0502121026,,רמת גן,/l/39/,https://leads-landing-v2.pages.dev/l/39/?utm_source=wa&utm_lead=39
42,דה בסט - מספרת רותי ממן,0522532362,,רמת גן,/l/42/,https://leads-landing-v2.pages.dev/l/42/?utm_source=wa&utm_lead=42
107,עוצמת המגע - עיסויים וספא,0528786618,,הרצליה,/l/107/,https://leads-landing-v2.pages.dev/l/107/?utm_source=wa&utm_lead=107
118,סלון אלה,0526436363,,פתח תקווה,/l/118/,https://leads-landing-v2.pages.dev/l/118/?utm_source=wa&utm_lead=118
131,סילבי סטייל,0523422884,,פתח תקווה,/l/131/,https://leads-landing-v2.pages.dev/l/131/?utm_source=wa&utm_lead=131
142,אבי-עיצוב שיער,0523512174,,רמת גן,/l/142/,https://leads-landing-v2.pages.dev/l/142/?utm_source=wa&utm_lead=142
144,רונן ג'ורג' - מספרה,0528421844,,רמת גן,/l/144/,https://leads-landing-v2.pages.dev/l/144/?utm_source=wa&utm_lead=144
150,הייר סנטר,0544757031,,רמת גן,/l/150/,https://leads-landing-v2.pages.dev/l/150/?utm_source=wa&utm_lead=150
161,מספרת אורלי,0506368779,,רמת גן,/l/161/,https://leads-landing-v2.pages.dev/l/161/?utm_source=wa&utm_lead=161
214,קפה קפה,0539442460,,נתניה,/l/214/,https://leads-landing-v2.pages.dev/l/214/?utm_source=wa&utm_lead=214
216,פרש דה מרקט,0539385940,,כפר סבא,/l/216/,https://leads-landing-v2.pages.dev/l/216/?utm_source=wa&utm_lead=216
218,hisha bar היישה בר,0547740590,,כפר סבא,/l/hisha-bar-218/,https://leads-landing-v2.pages.dev/l/hisha-bar-218/?utm_source=wa&utm_lead=218
219,סטקיית הכפר,0539428641,,כפר סבא,/l/219/,https://leads-landing-v2.pages.dev/l/219/?utm_source=wa&utm_lead=219
220,קונטרה בר,0528284138,,כפר סבא,/l/220/,https://leads-landing-v2.pages.dev/l/220/?utm_source=wa&utm_lead=220
228,מסעדת אנגוס,0536240306,,כפר סבא,/l/228/,https://leads-landing-v2.pages.dev/l/228/?utm_source=wa&utm_lead=228
233,רובן,0532819581,,כפר סבא,/l/233/,https://leads-landing-v2.pages.dev/l/233/?utm_source=wa&utm_lead=233
234,בורקס בבא - כפר סבא,0559464923,,כפר סבא,/l/234/,https://leads-landing-v2.pages.dev/l/234/?utm_source=wa&utm_lead=234
238,עיראקי,0536302298,,חולון,/l/238/,https://leads-landing-v2.pages.dev/l/238/?utm_source=wa&utm_lead=238
245,מסעדת אלברט,0537101709,,חולון,/l/245/,https://leads-landing-v2.pages.dev/l/245/?utm_source=wa&utm_lead=245
247,הגברת הזקנה The Old Lady,0532413896,,ירושלים,/l/the-old-lady-247/,https://leads-landing-v2.pages.dev/l/the-old-lady-247/?utm_source=wa&utm_lead=247
254,אטלס בשרים,0536330835,,חולון,/l/254/,https://leads-landing-v2.pages.dev/l/254/?utm_source=wa&utm_lead=254
255,סילו,0539380488,,ירושלים,/l/255/,https://leads-landing-v2.pages.dev/l/255/?utm_source=wa&utm_lead=255
257,קפה טוסקנה,0539365812,,הרצליה,/l/257/,https://leads-landing-v2.pages.dev/l/257/?utm_source=wa&utm_lead=257
260,לחם ארז,0539442534,,הרצליה,/l/260/,https://leads-landing-v2.pages.dev/l/260/?utm_source=wa&utm_lead=260
261,נורמה - קפה מסעדה,0536130883,,הרצליה,/l/261/,https://leads-landing-v2.pages.dev/l/261/?utm_source=wa&utm_lead=261
263,פרש קיטשן,0539431404,,הרצליה,/l/263/,https://leads-landing-v2.pages.dev/l/263/?utm_source=wa&utm_lead=263
264,קפה נוף ים,0537103086,,הרצליה,/l/264/,https://leads-landing-v2.pages.dev/l/264/?utm_source=wa&utm_lead=264
265,קפה טיראן,0543460664,,הרצליה,/l/265/,https://leads-landing-v2.pages.dev/l/265/?utm_source=wa&utm_lead=265
282,אליאור,0545329966,,גבעת שמואל,/l/282/,https://leads-landing-v2.pages.dev/l/282/?utm_source=wa&utm_lead=282
284,"כהן אבי עבודות חשמל בע""מ",0505381009,,גבעת שמואל,/l/284/,https://leads-landing-v2.pages.dev/l/284/?utm_source=wa&utm_lead=284
285,אוראל עבודות חשמל,0526702100,,גבעת שמואל,/l/285/,https://leads-landing-v2.pages.dev/l/285/?utm_source=wa&utm_lead=285
286,עוזי חשמל,0522738024,,גבעת שמואל,/l/286/,https://leads-landing-v2.pages.dev/l/286/?utm_source=wa&utm_lead=286
288,דוד שרותי חשמל,0502849810,,גבעת שמואל,/l/288/,https://leads-landing-v2.pages.dev/l/288/?utm_source=wa&utm_lead=288
289,יוסי רביבו חשמלאי,0538286272,,גבעת שמואל,/l/289/,https://leads-landing-v2.pages.dev/l/289/?utm_source=wa&utm_lead=289
294,יצהרי אושרי,0502891585,,חולון,/l/294/,https://leads-landing-v2.pages.dev/l/294/?utm_source=wa&utm_lead=294
297,סינרגיה אינסטלציה 24 שעות,0522452593,,חולון,/l/24-297/,https://leads-landing-v2.pages.dev/l/24-297/?utm_source=wa&utm_lead=297
298,קובי גולן אינסטלטור מוסמך,0546666063,,חולון,/l/298/,https://leads-landing-v2.pages.dev/l/298/?utm_source=wa&utm_lead=298
299,דורון רחמים,0527969052,,חולון,/l/299/,https://leads-landing-v2.pages.dev/l/299/?utm_source=wa&utm_lead=299
316,מ.ב.א שיפוצים,0548396133,,חיפה,/l/316/,https://leads-landing-v2.pages.dev/l/316/?utm_source=wa&utm_lead=316
397,פסיכולוגיה של ביטחון עצמי,0506933335,,תל אביב,/l/397/,https://leads-landing-v2.pages.dev/l/397/?utm_source=wa&utm_lead=397
400,דאנה תבור - טיפול זוגי ופסיכותרפיה,0507717082,,תל אביב,/l/400/,https://leads-landing-v2.pages.dev/l/400/?utm_source=wa&utm_lead=400
402,רחל ילין,0528514289,,תל אביב,/l/402/,https://leads-landing-v2.pages.dev/l/402/?utm_source=wa&utm_lead=402
404,אלישר רות,0544555937,,תל אביב,/l/404/,https://leads-landing-v2.pages.dev/l/404/?utm_source=wa&utm_lead=404
408,רועי חזן-פסיכולוג רפואי,0546738439,,תל אביב,/l/408/,https://leads-landing-v2.pages.dev/l/408/?utm_source=wa&utm_lead=408
424,מאור ניקוי פיח מהמנוע,0535557353,,ראשון לציון,/l/424/,https://leads-landing-v2.pages.dev/l/424/?utm_source=wa&utm_lead=424
427,מתן מרכז הרכב,0508366091,,ראשון לציון,/l/427/,https://leads-landing-v2.pages.dev/l/427/?utm_source=wa&utm_lead=427
443,יאב אופנועים-מוסך מורשה לאופנועים וקטנועים,0526521813,,חיפה,/l/443/,https://leads-landing-v2.pages.dev/l/443/?utm_source=wa&utm_lead=443
527,אליס מספרת נשים,0524803407,,פתח תקווה,/l/527/,https://leads-landing-v2.pages.dev/l/527/?utm_source=wa&utm_lead=527
528,יעל איפור ועיצוב שער,0535245807,,פתח תקווה,/l/528/,https://leads-landing-v2.pages.dev/l/528/?utm_source=wa&utm_lead=528
530,Asefa תוספות שיער,0537209354,,פתח תקווה,/l/asefa-530/,https://leads-landing-v2.pages.dev/l/asefa-530/?utm_source=wa&utm_lead=530
531,בוריס עיצוב שיער,0545589865,,פתח תקווה,/l/531/,https://leads-landing-v2.pages.dev/l/531/?utm_source=wa&utm_lead=531
534,יוליה עיצוב שיער,0547662968,,פתח תקווה,/l/534/,https://leads-landing-v2.pages.dev/l/534/?utm_source=wa&utm_lead=534
535,יוסי מור עיצוב שיער,0546357043,,פתח תקווה,/l/535/,https://leads-landing-v2.pages.dev/l/535/?utm_source=wa&utm_lead=535
538,אליונה קוסמטיקאית,0549497887,,תל אביב,/l/538/,https://leads-landing-v2.pages.dev/l/538/?utm_source=wa&utm_lead=538
539,ליה קוסמטיקס,0509600024,,תל אביב,/l/539/,https://leads-landing-v2.pages.dev/l/539/?utm_source=wa&utm_lead=539
540,mor&more טיפוח ויופי,0549736538,,תל אביב,/l/mor-more-540/,https://leads-landing-v2.pages.dev/l/mor-more-540/?utm_source=wa&utm_lead=540
545,אורלית קוסמטיקס קליניקה לקוסמטיקה מתקדמת,0527333196,,תל אביב,/l/545/,https://leads-landing-v2.pages.dev/l/545/?utm_source=wa&utm_lead=545
596,אושן 50,0507558644,,הרצליה,/l/50-596/,https://leads-landing-v2.pages.dev/l/50-596/?utm_source=wa&utm_lead=596
600,קלאטה 15,0536389543,,הרצליה,/l/15-600/,https://leads-landing-v2.pages.dev/l/15-600/?utm_source=wa&utm_lead=600
602,נאמוס,0539426820,,הרצליה,/l/602/,https://leads-landing-v2.pages.dev/l/602/?utm_source=wa&utm_lead=602
603,אינגה בר,0545678108,,הרצליה,/l/603/,https://leads-landing-v2.pages.dev/l/603/?utm_source=wa&utm_lead=603
604,סבסטיאן,0539442885,,הרצליה,/l/604/,https://leads-landing-v2.pages.dev/l/604/?utm_source=wa&utm_lead=604
605,סלון יווני,0539379721,,הרצליה,/l/605/,https://leads-landing-v2.pages.dev/l/605/?utm_source=wa&utm_lead=605
610,מסעדת אוניון,0539426768,,הרצליה,/l/610/,https://leads-landing-v2.pages.dev/l/610/?utm_source=wa&utm_lead=610
619,יעקב מלול עבודות חשמל ותקשורת,0505220025,,אשדוד,/l/619/,https://leads-landing-v2.pages.dev/l/619/?utm_source=wa&utm_lead=619
631,עדיקה ברוך,0505333604,,ירושלים,/l/631/,https://leads-landing-v2.pages.dev/l/631/?utm_source=wa&utm_lead=631
635,יקיר אחזקות - אינסטלטורים,0508648080,,ירושלים,/l/635/,https://leads-landing-v2.pages.dev/l/635/?utm_source=wa&utm_lead=635
637,חן טנטרה,0542148244,,תל אביב,/l/637/,https://leads-landing-v2.pages.dev/l/637/?utm_source=wa&utm_lead=637
638,victoria massage-ויקטוריה עיסויים,0522490148,,תל אביב,/l/victoria-massage-638/,https://leads-landing-v2.pages.dev/l/victoria-massage-638/?utm_source=wa&utm_lead=638
639,אביגיל פורת - עיסוי רפואי,0543178911,,תל אביב,/l/639/,https://leads-landing-v2.pages.dev/l/639/?utm_source=wa&utm_lead=639
640,מילה של מלח,0528018777,,תל אביב,/l/640/,https://leads-landing-v2.pages.dev/l/640/?utm_source=wa&utm_lead=640
645,ספא,0537127337,,תל אביב,/l/645/,https://leads-landing-v2.pages.dev/l/645/?utm_source=wa&utm_lead=645
649,בוטיק ספא,0549093115,,תל אביב,/l/649/,https://leads-landing-v2.pages.dev/l/649/?utm_source=wa&utm_lead=649
650,ספא אלכסננדר,0529707814,,תל אביב,/l/650/,https://leads-landing-v2.pages.dev/l/650/?utm_source=wa&utm_lead=650
686,וטרינר נייד - ביקורי בית,0525562441,,רמת גן,/l/686/,https://leads-landing-v2.pages.dev/l/686/?utm_source=wa&utm_lead=686
815,דודי שיפוצים,0545396960,שיפוצניק,ראשון לציון,/l/815/,https://leads-landing-v2.pages.dev/l/815/?utm_source=wa&utm_lead=815
817,אביאל הר ציון אחזקה ושיפוצים,0508240293,שיפוצניק,ראשון לציון,/l/817/,https://leads-landing-v2.pages.dev/l/817/?utm_source=wa&utm_lead=817
939,איווה קייטרינג - מכירת אוכל לשבתות וחגים,0556886855,קייטרינג,אשדוד,/l/939/,https://leads-landing-v2.pages.dev/l/939/?utm_source=wa&utm_lead=939
1132,"ד""ר סוטניצ'קי ניקולאי",0507619364,,חיפה,/l/1132/,https://leads-landing-v2.pages.dev/l/1132/?utm_source=wa&utm_lead=1132
1137,"ד""ר לבנון אברהם",0524739482,,חיפה,/l/1137/,https://leads-landing-v2.pages.dev/l/1137/?utm_source=wa&utm_lead=1137
1138,ד״ר פימה מור - וטרינרית,0547674785,,חיפה,/l/1138/,https://leads-landing-v2.pages.dev/l/1138/?utm_source=wa&utm_lead=1138
1139,"ד""ר ארז שטיירמן",0502977280,,חיפה,/l/1139/,https://leads-landing-v2.pages.dev/l/1139/?utm_source=wa&utm_lead=1139
1198,מספרת תום וסאשה,0542214340,,פתח תקווה,/l/1198/,https://leads-landing-v2.pages.dev/l/1198/?utm_source=wa&utm_lead=1198
1199,אורליקה,0545790115,,פתח תקווה,/l/1199/,https://leads-landing-v2.pages.dev/l/1199/?utm_source=wa&utm_lead=1199
1200,מאיר מזרחי עיצוב שיער,0522555332,,פתח תקווה,/l/1200/,https://leads-landing-v2.pages.dev/l/1200/?utm_source=wa&utm_lead=1200
1201,מירי עיצוב שיער,0505996313,,פתח תקווה,/l/1201/,https://leads-landing-v2.pages.dev/l/1201/?utm_source=wa&utm_lead=1201
1202,ארנונה,0522326815,,פתח תקווה,/l/1202/,https://leads-landing-v2.pages.dev/l/1202/?utm_source=wa&utm_lead=1202
1203,רוני ישראלי,0544249394,,פתח תקווה,/l/1203/,https://leads-landing-v2.pages.dev/l/1203/?utm_source=wa&utm_lead=1203
1208,נטלי לבייב איפור ושיער,0507158315,,פתח תקווה,/l/1208/,https://leads-landing-v2.pages.dev/l/1208/?utm_source=wa&utm_lead=1208
1222,רועי 25 עיצוב שיער,0524560884,,פתח תקווה,/l/25-1222/,https://leads-landing-v2.pages.dev/l/25-1222/?utm_source=wa&utm_lead=1222
1223,אורלי מעצבת שיער,0523659272,,פתח תקווה,/l/1223/,https://leads-landing-v2.pages.dev/l/1223/?utm_source=wa&utm_lead=1223
1244,רויטל קציל - עיצוב שיער,0504206088,,רמת גן,/l/1244/,https://leads-landing-v2.pages.dev/l/1244/?utm_source=wa&utm_lead=1244
1246,יהודית כהן,0547003208,,רמת גן,/l/1246/,https://leads-landing-v2.pages.dev/l/1246/?utm_source=wa&utm_lead=1246
1247,חן יוסי,0522737216,,רמת גן,/l/1247/,https://leads-landing-v2.pages.dev/l/1247/?utm_source=wa&utm_lead=1247
1248,חן זאדה,0538276056,,רמת גן,/l/1248/,https://leads-landing-v2.pages.dev/l/1248/?utm_source=wa&utm_lead=1248
1252,Dayana cosmetics -דיאנה קוסמטיקה,0502382087,,רמת גן,/l/dayana-cosmetics-1252/,https://leads-landing-v2.pages.dev/l/dayana-cosmetics-1252/?utm_source=wa&utm_lead=1252
1300,הילה דקל קוסמטיקה,0525911013,סלון מניקור ופדיקור,תל אביב,/l/1300/,https://leads-landing-v2.pages.dev/l/1300/?utm_source=wa&utm_lead=1300
1486,הקצביה של יוסי,0527254080,אטליז,בני ברק,/l/1486/,https://leads-landing-v2.pages.dev/l/1486/?utm_source=wa&utm_lead=1486
1536,טוקאי קייטרינג תאילנדי,0547197165,קייטרינג,תל אביב,/l/1536/,https://leads-landing-v2.pages.dev/l/1536/?utm_source=wa&utm_lead=1536
1548,קפה קפה נתניה  (חוף סירונית),0537105635,,נתניה,/l/1548/,https://leads-landing-v2.pages.dev/l/1548/?utm_source=wa&utm_lead=1548
1552,קפה שטמפפר,0539442464,,נתניה,/l/1552/,https://leads-landing-v2.pages.dev/l/1552/?utm_source=wa&utm_lead=1552
1579,ג'פניקה,0539442705,,כפר סבא,/l/1579/,https://leads-landing-v2.pages.dev/l/1579/?utm_source=wa&utm_lead=1579
1613,Mr. Blintzes - מיסטר בלינצ'ס,0546793357,,חולון,/l/mr-blintzes-1613/,https://leads-landing-v2.pages.dev/l/mr-blintzes-1613/?utm_source=wa&utm_lead=1613
1614,שרונה קיטשן,0504749406,,יבנה,/l/1614/,https://leads-landing-v2.pages.dev/l/1614/?utm_source=wa&utm_lead=1614
1615,קנסאי KANSAI חולון,0539383485,,ירושלים,/l/kansai-1615/,https://leads-landing-v2.pages.dev/l/kansai-1615/?utm_source=wa&utm_lead=1615
1616,פלאפל בטעם של עוד,0535282434,,ירושלים,/l/1616/,https://leads-landing-v2.pages.dev/l/1616/?utm_source=wa&utm_lead=1616
1619,הפלאפל של הג'ינג'י,0544334009,,חולון,/l/1619/,https://leads-landing-v2.pages.dev/l/1619/?utm_source=wa&utm_lead=1619
1646,יענקל'ה בית קפה,0539345592,,הרצליה,/l/1646/,https://leads-landing-v2.pages.dev/l/1646/?utm_source=wa&utm_lead=1646
1647,ביתא קפה,0537103003,,הרצליה,/l/1647/,https://leads-landing-v2.pages.dev/l/1647/?utm_source=wa&utm_lead=1647
1731,גיא אינסטלציה,0542212266,,חולון,/l/1731/,https://leads-landing-v2.pages.dev/l/1731/?utm_source=wa&utm_lead=1731
1732,דימה אינסטלטור,0523096533,,חולון,/l/1732/,https://leads-landing-v2.pages.dev/l/1732/?utm_source=wa&utm_lead=1732
1734,אבן שיפוצים,0522339546,,חולון,/l/1734/,https://leads-landing-v2.pages.dev/l/1734/?utm_source=wa&utm_lead=1734
1735,מאיר אינסטלציה,0525187171,,חולון,/l/1735/,https://leads-landing-v2.pages.dev/l/1735/?utm_source=wa&utm_lead=1735
1736,דוד האינסטלטור,0527439807,,חולון,/l/1736/,https://leads-landing-v2.pages.dev/l/1736/?utm_source=wa&utm_lead=1736
1737,תושה,0524072477,,חולון,/l/1737/,https://leads-landing-v2.pages.dev/l/1737/?utm_source=wa&utm_lead=1737
1785,רוניקור,0543421111,קבלן מיזוג אוויר,תל אביב,/l/1785/,https://leads-landing-v2.pages.dev/l/1785/?utm_source=wa&utm_lead=1785
1805,אלי שירותי חשמל,0546980262,,חיפה,/l/1805/,https://leads-landing-v2.pages.dev/l/1805/?utm_source=wa&utm_lead=1805
1971,"משה קציר, פיזיותרפיה לאיכות חיים",0522568699,פיזיותרפיסט,נתניה,/l/1971/,https://leads-landing-v2.pages.dev/l/1971/?utm_source=wa&utm_lead=1971
2023,מאיה מקלר,0526281775,,תל אביב,/l/2023/,https://leads-landing-v2.pages.dev/l/2023/?utm_source=wa&utm_lead=2023
2024,יואב גוטמן פסיכולוג,0526543073,,תל אביב,/l/2024/,https://leads-landing-v2.pages.dev/l/2024/?utm_source=wa&utm_lead=2024
2025,רבקה וייס,0544499379,,תל אביב,/l/2025/,https://leads-landing-v2.pages.dev/l/2025/?utm_source=wa&utm_lead=2025
2026,מור כהן פסיכולוגית,0507229231,,תל אביב,/l/2026/,https://leads-landing-v2.pages.dev/l/2026/?utm_source=wa&utm_lead=2026
2027,ששון איתי מומחה בפסיכולוגיה קלינית,0503215060,,תל אביב,/l/2027/,https://leads-landing-v2.pages.dev/l/2027/?utm_source=wa&utm_lead=2027
2095,בכר עידן,0544984750,,ראשון לציון,/l/2095/,https://leads-landing-v2.pages.dev/l/2095/?utm_source=wa&utm_lead=2095
828,תומר הנדימן בראשון לציון,0538222632,שיפוצניק,ראשון לציון,/l/828/,https://leads-landing-v2.pages.dev/l/828/?utm_source=wa&utm_lead=828
863,אתי גוהר - משרד עורכי דין ונוטריון,025002082,משרד עורכי דין,ירושלים,/l/863/,https://leads-landing-v2.pages.dev/l/863/?utm_source=wa&utm_lead=863
917,קמי מכון קוסמטיקה - מומחית בפתרון בעיות בעור,0504301680,מכון יופי,רמת גן,/l/917/,https://leads-landing-v2.pages.dev/l/917/?utm_source=wa&utm_lead=917
970,חשמל לירן לקס - תיכנון וביצוע מערכות חשמל,0508878673,חשמלאי,ראשון לציון,/l/970/,https://leads-landing-v2.pages.dev/l/970/?utm_source=wa&utm_lead=970
1693,ניר המהיר - אינסטלטור יצאת צדיק,0508427841,שרברב,פתח תקווה,/l/1693/,https://leads-landing-v2.pages.dev/l/1693/?utm_source=wa&utm_lead=1693
1700,איתור נזילות יצאת צדיק,0523390004,שרברב,פתח תקווה,/l/1700/,https://leads-landing-v2.pages.dev/l/1700/?utm_source=wa&utm_lead=1700
1773,י.א מיזוג אוויר,0543014824,שירות תיקונים למזגנים,ראשון לציון,/l/1773/,https://leads-landing-v2.pages.dev/l/1773/?utm_source=wa&utm_lead=1773
1776,מרכז המזגנים,0509375678,שירות תיקונים למזגנים,ראשון לציון,/l/1776/,https://leads-landing-v2.pages.dev/l/1776/?utm_source=wa&utm_lead=1776
1845,שיפוצים בירושלים -סמארט שיפוצים,0546667594,שיפוצניק,ירושלים,/l/1845/,https://leads-landing-v2.pages.dev/l/1845/?utm_source=wa&utm_lead=1845
2190,CHOPSHOP CORP - Dizengoff / צ׳ופשופ - דיזנגוף,0545951491,חנות בגדים,תל אביב,/l/chopshop-corp-dizengoff-2190/,https://leads-landing-v2.pages.dev/l/chopshop-corp-dizengoff-2190/?utm_source=wa&utm_lead=2190
849,"טייבי נתנאל עו""ד",0502124553,משרד עורכי דין,ירושלים,/l/849/,https://leads-landing-v2.pages.dev/l/849/?utm_source=wa&utm_lead=849
